INDICATOR,GEO_PICT,TIME_PERIOD,OBS_VALUE,OBS_VALUE_WINS
NY_GDP_PCAP,PW,2001,1.1,1.1
NY_GDP_PCAP,PW,2002,4,4
NY_GDP_PCAP,PW,2003,-0.6,-0.6
NY_GDP_PCAP,PW,2004,0,0
NY_GDP_PCAP,PW,2005,2.1,2.1
NY_GDP_PCAP,PW,2006,0.7,0.7
NY_GDP_PCAP,PW,2007,2.5,2.5
NY_GDP_PCAP,PW,2008,-4,-4
NY_GDP_PCAP,PW,2009,-4.4,-4.4
NY_GDP_PCAP,PW,2010,2.1,2.1
NY_GDP_PCAP,PW,2011,6.6,6.6
NY_GDP_PCAP,PW,2012,3.3,3.3
NY_GDP_PCAP,PW,2013,-0.7,-0.7
NY_GDP_PCAP,PW,2014,4,4
NY_GDP_PCAP,PW,2015,8.5,8.5
NY_GDP_PCAP,PW,2016,0.6,0.6
NY_GDP_PCAP,PW,2017,-3.5,-3.5
NY_GDP_PCAP,PW,2018,0.1,0.1
NY_GDP_PCAP,PW,2019,0.5,0.5
NY_GDP_PCAP,PW,2020,-6,-5.1
NY_GDP_PCAP,PW,2021,-13.8,-5.1
NY_GDP_PCAP,PW,2022,-1.2,-1.2
NY_GDP_PCAP,PW,2023,2.1,2.1
BX_TRF_PWKR,PF,2002,10.29,10.29
BX_TRF_PWKR,PF,2003,10.32,10.32
BX_TRF_PWKR,PF,2004,10.75,10.75
BX_TRF_PWKR,PF,2005,9.77,9.77
BX_TRF_PWKR,PF,2006,10.58,10.58
BX_TRF_PWKR,PF,2007,10.39,10.39
BX_TRF_PWKR,PF,2008,10.69,10.69
BX_TRF_PWKR,PF,2009,11.05,11.05
BX_TRF_PWKR,PF,2010,10.69,10.69
BX_TRF_PWKR,PF,2011,11.64,11.64
BX_TRF_PWKR,PF,2012,11.13,11.13
BX_TRF_PWKR,PF,2013,11.14,11.14
BX_TRF_PWKR,PF,2014,10.73,10.73
BX_TRF_PWKR,PF,2015,10.6,10.6
BX_TRF_PWKR,PF,2016,10.58,10.58
BX_TRF_PWKR,PF,2017,9.97,9.97
BX_TRF_PWKR,PF,2018,9.48,9.48
BX_TRF_PWKR,PF,2019,9.66,9.66
BX_TRF_PWKR,PF,2020,10.04,10.04
BX_TRF_PWKR,PF,2021,9.46,9.46
BX_TRF_PWKR,PF,2022,10,10
SL_EMP_EARN,VU,2010,281.65,281.65
EG_ACS_ELEC,VU,2016,91.4,91.4
EG_ACS_ELEC,VU,2017,92.1,92.1
EG_ACS_ELEC,VU,2018,93.4,93.4
EG_ACS_ELEC,VU,2019,94.5,94.5
EG_ACS_ELEC,VU,2020,95.6,95.6
EG_ACS_ELEC,VU,2023,87.5,87.5
SL_TLF_UEM,SB,2012,0.8,0.8
SI_POV_NAHC,KI,2019,26,26
SL_TLF_UEM,CK,2019,0.64,0.64
SL_TLF_UEM,WS,2013,4.7,4.7
SL_TLF_UEM,CK,2011,8.2,8.2
SL_TLF_UEM,CK,2019,1.26,1.26
SL_TLF_UEM,TO,2021,4.4,4.4
SL_TLF_NEET,KI,2019,45.9,45.9
SL_TLF_UEM,SB,2012,5,5
SI_POV_NAHC,MH,2019,18.6,18.6
SI_POV_NAHC,MH,2019,3.4,3.4
SL_TLF_UEM,SB,2012,21.5,21.5
SL_TLF_NEET,SB,2012,41.3,41.3
SL_TLF_UEM,PW,2013,0,0
SL_TLF_MANF,PW,2015,2,2
SL_TLF_UEM,VU,2019,6.6,6.6
SL_TLF_UEM,FM,2013,24.7,24.7
SI_POV_NAHC,PW,2013,20.8,20.8
SL_EMP_EARN,VU,2010,361.04,348.74922
SL_TLF_UEM,NC,2009,16.34,16.34
SL_TLF_UEM,NC,2014,15.6,15.6
SL_TLF_UEM,NC,2017,13.5,13.5
SL_TLF_UEM,NC,2018,11.81,11.81
SL_TLF_UEM,NC,2019,11.57,11.57
SL_TLF_UEM,NC,2020,12.92,12.92
SL_TLF_UEM,NC,2022,10.97,10.97
SL_TLF_UEM,FJ,2005,2.73,2.73
SL_TLF_UEM,FJ,2011,2.4,2.4
SL_TLF_UEM,FJ,2014,4.98,4.98
SL_TLF_UEM,FJ,2016,2.36,2.36
SL_TLF_UEM,FJ,2017,7.6,7.6
SL_TLF_UEM,NU,2001,7.58,7.58
SI_POV_NAHC,MH,2019,8.1,8.1
SI_POV_NAHC,SB,2012,14.2,14.2
SL_TLF_UEM,SB,2012,19.3,19.3
SI_POV_NAHC,FJ,2019,28.2,28.2
SL_EMP_EARN,MH,2019,3.46,3.46
SL_TLF_UEM,KI,2019,7.3,7.3
SL_TLF_UEM,SB,2012,4.7,4.7
SL_TLF_UEM,SB,2012,0,0
SPC_8_9_1,FM,2008,1.9007,1.9007
SPC_8_9_1,FM,2009,1.67777,1.67777
SPC_8_9_1,FM,2010,1.70253,1.70253
SPC_8_9_1,FM,2011,1.62598,1.62598
SPC_8_9_1,FM,2012,1.6569,1.6569
SPC_8_9_1,FM,2013,1.66103,1.66103
SPC_8_9_1,FM,2014,1.6353,1.6353
SPC_8_9_1,FM,2015,1.69541,1.69541
SPC_8_9_1,FM,2016,1.71714,1.71714
SPC_8_9_1,FM,2017,1.78008,1.78008
SPC_8_9_1,FM,2018,1.78827,1.78827
SI_POV_NAHC,MH,2019,6.1,6.1
SL_EMP_EARN,CK,2019,12.49,12.49
SL_TLF_NEET,NU,2017,12.64,12.64
SL_TLF_NEET,NU,2022,13.83,13.83
SI_POV_NAHC,KI,2019,24.4,24.4
SI_POV_NAHC,SB,2012,9.8,9.8
SI_POV_NAHC,MH,2019,2.5,2.5
SL_TLF_UEM,MH,2019,0,0
SI_POV_NAHC,SB,2012,8.4,8.4
PSD2GDP,TO,2014,42.2,42.2
PSD2GDP,TO,2015,41.3,41.3
PSD2GDP,TO,2016,37.1,37.1
PSD2GDP,TO,2017,34.8,34.8
PSD2GDP,TO,2018,33.6,33.6
DT_TDS_DECT,SB,1978,0.04,0.04
DT_TDS_DECT,SB,1979,1.9,1.9
DT_TDS_DECT,SB,1980,0.05,0.05
DT_TDS_DECT,SB,1981,0.13,0.13
DT_TDS_DECT,SB,1982,0.21,0.21
DT_TDS_DECT,SB,1983,0.44,0.44
DT_TDS_DECT,SB,1984,2.03,2.03
DT_TDS_DECT,SB,1985,3.87,3.87
DT_TDS_DECT,SB,1986,5.12,5.12
DT_TDS_DECT,SB,1987,9.82,9.82
DT_TDS_DECT,SB,1988,6.56,6.56
DT_TDS_DECT,SB,1989,9.15,9.15
DT_TDS_DECT,SB,1990,11.34,11.34
DT_TDS_DECT,SB,1991,10.29,10.29
DT_TDS_DECT,SB,1992,4.84,4.84
DT_TDS_DECT,SB,1993,5.66,5.66
DT_TDS_DECT,SB,1994,4.2,4.2
DT_TDS_DECT,SB,1995,1.28,1.28
DT_TDS_DECT,SB,1996,2.14,2.14
DT_TDS_DECT,SB,1997,0.46,0.46
DT_TDS_DECT,SB,1998,3.26,3.26
DT_TDS_DECT,SB,1999,2.55,2.55
DT_TDS_DECT,SB,2000,2.8,2.8
DT_TDS_DECT,SB,2001,1.79,1.79
DT_TDS_DECT,SB,2002,2.84,2.84
DT_TDS_DECT,SB,2003,5.6,5.6
DT_TDS_DECT,SB,2004,3.8,3.8
DT_TDS_DECT,SB,2005,4.81,4.81
DT_TDS_DECT,SB,2006,2.35,2.35
DT_TDS_DECT,SB,2007,4.94,4.94
DT_TDS_DECT,SB,2008,5.4,5.4
DT_TDS_DECT,SB,2009,3.52,3.52
DT_TDS_DECT,SB,2010,3.1,3.1
DT_TDS_DECT,SB,2011,1.46,1.46
DT_TDS_DECT,SB,2012,1.24,1.24
DT_TDS_DECT,SB,2013,1.29,1.29
DT_TDS_DECT,SB,2014,1.53,1.53
DT_TDS_DECT,SB,2015,1.62,1.62
DT_TDS_DECT,SB,2016,1.92,1.92
DT_TDS_DECT,SB,2017,1.59,1.59
DT_TDS_DECT,SB,2018,1.3,1.3
DT_TDS_DECT,SB,2019,1.31,1.31
DT_TDS_DECT,SB,2020,1.35,1.35
DT_TDS_DECT,SB,2021,1.5,1.5
DT_TDS_DECT,SB,2022,1.49,1.49
DT_TDS_DECT,SB,2023,2.19,2.19
NY_GDP_PCAP,FJ,2000,-2.8,-2.8
NY_GDP_PCAP,FJ,2001,1,1
NY_GDP_PCAP,FJ,2002,2.2,2.2
NY_GDP_PCAP,FJ,2003,0,0
NY_GDP_PCAP,FJ,2004,4.3,4.3
NY_GDP_PCAP,FJ,2005,-0.2,-0.2
NY_GDP_PCAP,FJ,2006,0.9,0.9
NY_GDP_PCAP,FJ,2007,-1.7,-1.7
NY_GDP_PCAP,FJ,2008,0.4,0.4
NY_GDP_PCAP,FJ,2009,-1.8,-1.8
NY_GDP_PCAP,FJ,2010,2.6,2.6
NY_GDP_PCAP,FJ,2011,2.4,2.4
NY_GDP_PCAP,FJ,2012,1.2,1.2
NY_GDP_PCAP,FJ,2013,4.6,4.6
NY_GDP_PCAP,FJ,2014,5.5,5.5
NY_GDP_PCAP,FJ,2015,4.4,4.4
NY_GDP_PCAP,FJ,2016,2.4,2.4
NY_GDP_PCAP,FJ,2017,5.4,5.4
NY_GDP_PCAP,FJ,2018,4,4
NY_GDP_PCAP,FJ,2019,-0.3,-0.3
NY_GDP_PCAP,FJ,2020,-17,-5.1
NY_GDP_PCAP,FJ,2021,-5.1,-5.1
NY_GDP_PCAP,FJ,2022,19.4,19.4
NY_GDP_PCAP,FJ,2023,7,7
GR_G14_GDP,TO,2013,34.38,34.38
GR_G14_GDP,TO,2014,41.44,41.44
GR_G14_GDP,TO,2015,38.1,38.1
GR_G14_GDP,TO,2016,43.69,43.69
GR_G14_GDP,TO,2017,48.13,48.13
GR_G14_GDP,TO,2018,47.18,47.18
GR_G14_GDP,TO,2019,47.91,47.91
GR_G14_GDP,TO,2020,48.62,48.62
GR_G14_GDP,TO,2021,49.59,49.59
GR_G14_GDP,TO,2022,51.74,51.74
GR_G14_GDP,TO,2023,53.47,53.47
SL_TLF_UEM,PF,2002,29.26,29.26
SL_TLF_UEM,PF,2007,31.35,31.35
SI_POV_DAY1,WS,2008,1,1
SI_POV_DAY1,WS,2013,1,1
SI_POV_DAY1,WS,2018,6.98,6.98
SL_TLF_NEET,PW,2000,27.61,27.61
SL_TLF_NEET,PW,2014,15,15
SL_TLF_NEET,PW,2020,19.22,19.22
SL_EMP_EARN,WS,2012,10.07,10.07
SL_EMP_EARN,WS,2017,13.01,13.01
SL_EMP_EARN,WS,2022,23.79,23.79
SL_TLF_UEM,PG,2010,0.71,0.71
SL_TLF_UEM,PG,2017,3,3
SL_TLF_UEM,PG,2022,2.01,2.01
SI_POV_DAY1,SB,2012,26,26
SI_POV_DAY1,SB,2013,25,25
SPC_16_6_1,PG,2007,120.1,120.1
SPC_16_6_1,PG,2008,107.9,107.9
SPC_16_6_1,PG,2009,100.2,100.2
SPC_16_6_1,PG,2010,108,108
SPC_16_6_1,PG,2011,100.6,100.6
SPC_16_6_1,PG,2012,95.1,95.1
SPC_16_6_1,PG,2013,96,96
SPC_16_6_1,PG,2014,96.3,96.3
SPC_16_6_1,PG,2015,83.3,83.3
SPC_16_6_1,PG,2016,91.9,91.9
SPC_16_6_1,PG,2017,99.8,99.8
SPC_16_6_1,PG,2018,109.6,109.6
SPC_16_6_1,PG,2019,110.7,110.7
SPC_16_6_1,PG,2020,103.6,103.6
SL_TLF_UEM,MH,2019,2.5,2.5
SI_POV_NAHC,KI,2019,27.6,27.6
SL_TLF_UEM,SB,2012,1.2,1.2
SL_EMP_EARN,CK,2019,9.65,9.65
SL_TLF_NEET,KI,2015,45.7,45.7
SL_TLF_NEET,KI,2019,48.9,48.9
SL_TLF_UEM,SB,2012,1.8,1.8
SI_POV_NAHC,PW,2013,35.6,35.6
SL_TLF_UEM,TV,2015,8.9,8.9
SL_TLF_UEM,PW,2020,0.76,0.76
SI_POV_NAHC,SB,2012,12.8,12.8
SL_TLF_NEET,SB,2012,20.4,20.4
SL_TLF_UEM,KI,2019,0,0
SL_TLF_UEM,KI,2019,5.9,5.9
SI_POV_NAHC,MH,2019,38.3,38.3
SI_POV_NAHC,SB,2012,12.7,12.7
SI_POV_NAHC,VU,2019,23.6,23.6
PSD2GDP,PG,2014,88.8,88.8
PSD2GDP,PG,2015,104.8,104.8
PSD2GDP,PG,2016,33.7,33.7
PSD2GDP,PG,2017,33.1,33.1
PSD2GDP,PG,2018,35.5,35.5
SL_TLF_UEM,FJ,2005,5.16,5.16
SL_TLF_UEM,FJ,2011,4.62,4.62
SL_TLF_UEM,FJ,2016,5.54,5.54
SL_TLF_NEET,WS,2012,39.06,39.06
SL_TLF_NEET,WS,2017,28.74,28.74
SL_TLF_NEET,WS,2022,30.09,30.09
SI_POV_DAY1,PG,2009,41,41
SL_TLF_UEM,FJ,2005,1.23,1.23
SL_TLF_UEM,FJ,2016,2.92,2.92
SL_TLF_UEM,TV,2002,8.58,8.58
SL_TLF_UEM,TV,2015,20,20
SL_TLF_UEM,TV,2016,16.22,16.22
SL_TLF_UEM,TV,2017,28.21,28.21
SL_TLF_UEM,TV,2022,8.27,8.27
SPC_17_3_1,PW,2000,3.17765,3.17765
SPC_17_3_1,PW,2001,-1.43186,-1.43186
SPC_17_3_1,PW,2002,1.90101,1.90101
SPC_17_3_1,PW,2003,4.59371,4.59371
SPC_17_3_1,PW,2004,6.84504,6.84504
SPC_17_3_1,PW,2005,3.68653,3.68653
SPC_17_3_1,PW,2006,33.05372,33.05372
SPC_17_3_1,PW,2007,6.78497,6.78497
SPC_17_3_1,PW,2008,4.65219,4.65219
SPC_17_3_1,PW,2009,-2.34294,-2.34294
SPC_17_3_1,PW,2010,3.59581,3.59581
SPC_17_3_1,PW,2011,7.36505,7.36505
SPC_17_3_1,PW,2012,21.66472,21.66472
SPC_17_3_1,PW,2013,18.95754,18.95754
SPC_17_3_1,PW,2014,40.78364,40.78364
SPC_17_3_1,PW,2015,36.09651,36.09651
SPC_17_3_1,PW,2016,36.00802,36.00802
SPC_17_3_1,PW,2017,27.48463,27.48463
SPC_17_3_1,PW,2018,21.5,21.5
SPC_17_3_1,PW,2019,22,22
SL_TLF_UEM,VU,2019,5.6,5.6
SI_POV_NAHC,KI,2019,17.5,17.5
SL_TLF_NEET,PW,2000,27.2,27.2
SL_TLF_NEET,PW,2013,13.7,13.7
SL_TLF_NEET,PW,2014,12.9,12.9
SL_TLF_NEET,PW,2015,4.2,4.2
SL_TLF_UEM,WS,2013,1,1
SI_POV_DAY1,FJ,2019,0.6,0.6
SL_TLF_UEM,WS,2013,0,0
SI_POV_NAHC,PG,2009,36.9,36.9
SL_EMP_EARN,MH,2019,2.85,2.85
SL_TLF_UEM,NR,2011,20.4,20.4
SI_POV_NAHC,VU,2019,3.9,3.9
SL_TLF_UEM,PW,2013,5.8,5.8
SL_TLF_UEM,NU,2011,1.5,1.5
SI_POV_NAHC,SB,2012,11.5,11.5
SL_TLF_UEM,PW,2013,0,0
SI_POV_NAHC,SB,2012,13.6,13.6
SL_TLF_MANF,KI,2010,13.15,13.15
SL_TLF_MANF,KI,2019,5.2,5.2
SI_POV_DAY1,PG,2016,14.6,14.6
SI_POV_DAY1,WS,2008,1,1
SI_POV_DAY1,WS,2013,1,1
SI_POV_DAY1,WS,2018,10.25,10.25
NY_GDP_PCAP,PG,2000,-5.8,-5.1
NY_GDP_PCAP,PG,2001,-3.4,-3.4
NY_GDP_PCAP,PG,2002,-1.4,-1.4
NY_GDP_PCAP,PG,2003,1,1
NY_GDP_PCAP,PG,2004,-2.7,-2.7
NY_GDP_PCAP,PG,2005,0.6,0.6
NY_GDP_PCAP,PG,2006,-0.9,-0.9
NY_GDP_PCAP,PG,2007,4.5,4.5
NY_GDP_PCAP,PG,2008,-3.3,-3.3
NY_GDP_PCAP,PG,2009,3.6,3.6
NY_GDP_PCAP,PG,2010,6.9,6.9
NY_GDP_PCAP,PG,2011,-1.8,-1.8
NY_GDP_PCAP,PG,2012,1.8,1.8
NY_GDP_PCAP,PG,2013,1.1,1.1
NY_GDP_PCAP,PG,2014,10.6,10.6
NY_GDP_PCAP,PG,2015,3.9,3.9
NY_GDP_PCAP,PG,2016,2.9,2.9
NY_GDP_PCAP,PG,2017,1.1,1.1
NY_GDP_PCAP,PG,2018,-2.6,-2.6
NY_GDP_PCAP,PG,2019,2.1,2.1
NY_GDP_PCAP,PG,2020,-5.2,-5.1
NY_GDP_PCAP,PG,2021,-2.7,-2.7
NY_GDP_PCAP,PG,2022,3.2,3.2
NY_GDP_PCAP,PG,2023,0.8,0.8
SL_TLF_UEM,PG,2000,2.92,2.92
SL_TLF_UEM,PG,2010,2,2
SL_TLF_UEM,PG,2011,2.62,2.62
SL_TLF_UEM,PG,2017,1.6,1.6
SL_TLF_UEM,PG,2022,2.69,2.69
SL_TLF_UEM,WS,2001,2.73,2.73
SL_TLF_UEM,WS,2011,2.97,2.97
SL_TLF_UEM,WS,2012,6.44,6.44
SL_TLF_UEM,WS,2014,6.41,6.41
SL_TLF_UEM,WS,2017,6.52,6.52
SL_TLF_UEM,WS,2022,3.23,3.23
SL_TLF_UEM,VU,2006,5.86,5.86
SL_TLF_UEM,VU,2009,4.11,4.11
SL_TLF_UEM,VU,2010,2.08,2.08
SL_TLF_UEM,VU,2017,3.6,3.6
SL_TLF_UEM,VU,2019,4.27,4.27
SL_TLF_UEM,VU,2020,3.98,3.98
SL_TLF_UEM,MH,2011,32.6,32.6
SL_TLF_UEM,MH,2019,6.34,6.34
SL_TLF_UEM,MH,2021,9.82,9.82
SI_POV_NAHC,KI,2019,27.3,27.3
SL_TLF_UEM,WS,2013,1.6,1.6
SI_POV_NAHC,SB,2012,8.3,8.3
SI_POV_NAHC,PW,2013,22.5,22.5
SL_TLF_UEM,MH,2019,9.8,9.8
SL_TLF_UEM,MH,2019,10.7,10.7
SI_POV_DAY1,FJ,2013,1.4,1.4
SI_POV_DAY1,FJ,2019,2.4,2.4
SI_POV_NAHC,VU,2019,18.4,18.4
SL_TLF_NEET,PW,2013,21.1,21.1
SL_TLF_UEM,NR,2021,5.23,5.23
EG_ACS_ELEC,NU,2016,98.7,98.7
EG_ACS_ELEC,NU,2017,99.3,99.3
EG_ACS_ELEC,NU,2018,99.4,99.4
EG_ACS_ELEC,NU,2019,99.5,99.5
EG_ACS_ELEC,NU,2020,99.7,99.7
SL_EMP_EARN,MH,2019,3.73,3.73
SL_TLF_UEM,MH,2019,6.2,6.2
SL_TLF_UEM,PW,2013,0.6,0.6
SL_EMP_EARN,TO,2018,3.04,3.04
SL_EMP_EARN,TO,2021,2.81,2.81
SI_POV_DAY1,VU,2010,13.5,13.5
SI_POV_DAY1,VU,2019,10,10
SL_TLF_UEM,MH,2019,0.7,0.7
SI_POV_NAHC,VU,2019,18.2,18.2
SI_POV_NAHC,SB,2012,10.7,10.7
SL_TLF_UEM,TO,2021,1.74,1.74
SI_POV_DAY1,MH,2019,1,1
SL_TLF_UEM,TO,2021,1.9,1.9
SL_TLF_NEET,FM,2013,40.6,40.6
SL_TLF_UEM,MH,2019,4.9,4.9
SL_TLF_UEM,PW,2013,0,0
SI_POV_NAHC,SB,2012,14.6,14.6
SI_POV_DAY1,TV,2010,3.7,3.7
SL_TLF_UEM,NU,2001,2.21,2.21
SL_TLF_UEM,NU,2017,0.79,0.79
SL_TLF_UEM,NU,2022,0.65,0.65
SL_TLF_UEM,CK,2011,6.48,6.48
SL_TLF_UEM,CK,2016,0.51,0.51
SL_TLF_UEM,CK,2019,0.8,0.8
SI_POV_DAY1,FM,2013,17,17
SL_TLF_UEM,NR,2002,14.14,14.14
SL_TLF_UEM,NR,2013,9.11,9.11
SL_TLF_UEM,NR,2021,3.35,3.35
SL_TLF_UEM,VU,2009,5.37,5.37
SL_TLF_UEM,VU,2019,9.59,9.59
SL_TLF_UEM,TO,2021,6.8,6.8
SI_POV_NAHC,PW,2013,24.8,24.8
SI_POV_NAHC,PW,2013,26.4,26.4
SL_TLF_NEET,FJ,2005,20.6,20.6
SL_TLF_NEET,FJ,2011,18.4,18.4
SL_TLF_NEET,FJ,2014,19.1,19.1
SL_TLF_NEET,FJ,2016,20.1,20.1
SI_HEI_TOTL,TO,2021,5.12,5.12
SL_EMP_EARN,CK,2019,7.85,7.85
SL_TLF_UEM,TO,2021,2.8,2.8
SI_POV_NAHC,VU,2010,12.7,12.7
SI_POV_NAHC,VU,2019,15.9,15.9
SI_POV_NAHC,VU,2020,15.9,15.9
SI_POV_NAHC,TV,2010,27.3,27.3
SI_POV_NAHC,VU,2019,15,15
SL_TLF_UEM,NR,2012,13.8,13.8
SL_TLF_UEM,VU,2019,3.9,3.9
SL_TLF_UEM,TO,2021,3.6,3.6
SL_TLF_UEM,KI,2005,6.51,6.51
SL_TLF_UEM,KI,2010,19.22,19.22
SL_TLF_UEM,KI,2015,9.32,9.32
SL_TLF_UEM,KI,2019,5.83,5.83
SL_TLF_UEM,KI,2020,6.61,6.61
ST_EEV_ACCSEEA,VU,2008,0,0
ST_EEV_ACCSEEA,VU,2009,0,0
ST_EEV_ACCSEEA,VU,2010,0,0
ST_EEV_ACCSEEA,VU,2011,0,0
ST_EEV_ACCSEEA,VU,2012,0,0
ST_EEV_ACCSEEA,VU,2013,0,0
ST_EEV_ACCSEEA,VU,2014,0,0
ST_EEV_ACCSEEA,VU,2015,0,0
ST_EEV_ACCSEEA,VU,2016,0,0
ST_EEV_ACCSEEA,VU,2017,0,0
ST_EEV_ACCSEEA,VU,2018,0,0
ST_EEV_ACCSEEA,VU,2019,0,0
ST_EEV_ACCSEEA,VU,2020,0,0
SL_TLF_UEM,FM,2014,5.48,5.48
SL_EMP_EARN,VU,2010,582,348.74922
SL_TLF_UEM,FJ,2003,8.22,8.22
SL_TLF_UEM,FJ,2004,4.7,4.7
SL_TLF_UEM,FJ,2005,3.89,3.89
SL_TLF_UEM,FJ,2008,8.94,8.94
SL_TLF_UEM,FJ,2009,8.72,8.72
SL_TLF_UEM,FJ,2010,8.91,8.91
SL_TLF_UEM,FJ,2011,4.41,4.41
SL_TLF_UEM,FJ,2012,9,9
SL_TLF_UEM,FJ,2014,6.17,6.17
SL_TLF_UEM,FJ,2016,4.32,4.32
SL_TLF_UEM,FJ,2017,4.5,4.5
SL_TLF_UEM,VU,2006,13.91,13.91
SL_TLF_UEM,VU,2009,8.89,8.89
SL_TLF_UEM,VU,2010,4.82,4.82
SL_TLF_UEM,VU,2017,1.2,1.2
SL_TLF_UEM,VU,2019,12.27,12.27
SL_TLF_UEM,VU,2020,9.68,9.68
SL_EMP_EARN,WS,2012,3.46,3.46
SL_EMP_EARN,WS,2017,3.9,3.9
SL_EMP_EARN,WS,2022,4.25,4.25
SL_TLF_UEM,VU,2009,5.15,5.15
SL_TLF_UEM,VU,2019,6.83,6.83
SL_TLF_UEM,VU,2020,4.12,4.12
SL_TLF_UEM,KI,2019,4,4
SI_POV_NAHC,KI,2019,24.7,24.7
SI_RMT_COST,MH,2017,17,17
SL_TLF_UEM,VU,2019,12.4,12.4
SL_TLF_UEM,TV,2015,6.9,6.9
SL_TLF_UEM,TO,2018,3.11,3.11
SL_TLF_UEM,TO,2021,3.15,3.15
SL_TLF_NEET,MH,2019,37.1,37.1
SL_EMP_EARN,CK,2019,9.81,9.81
SI_POV_NAHC,PW,2013,37.2,37.2
SL_TLF_UEM,KI,2019,9.5,9.5
SL_EMP_EARN,MH,2019,8.95,8.95
FB_BNK_ACCSS,FJ,2017,56.8,56.8
SL_TLF_UEM,FM,2013,14.6,14.6
SL_TLF_UEM,PW,2013,0.7,0.7
SL_TLF_UEM,FM,2013,62.5,62.5
SL_TLF_UEM,TV,2015,13.1,13.1
SL_TLF_UEM,FJ,2005,9.8,9.8
SL_TLF_UEM,FJ,2011,14.15,14.15
SL_TLF_UEM,FJ,2014,18.12,18.12
SL_TLF_UEM,FJ,2016,15.4,15.4
SL_TLF_UEM,NR,2002,17.02,17.02
SL_TLF_UEM,NR,2011,21.36,21.36
SL_TLF_UEM,NR,2012,13.7,13.7
SL_TLF_UEM,NR,2013,10.03,10.03
SL_TLF_UEM,NR,2021,4.92,4.92
SL_TLF_UEM,NU,2001,2.12,2.12
SL_EMP_EARN,WS,2012,7.74,7.74
SL_EMP_EARN,WS,2017,8.89,8.89
SL_EMP_EARN,WS,2022,9.84,9.84
SI_POV_DAY1,TV,2010,3.6,3.6
SL_TLF_UEM,NC,2014,39.97,39.97
SL_TLF_UEM,NC,2017,39.1,39.1
SL_TLF_UEM,NC,2018,39.42,39.42
SL_TLF_UEM,NC,2019,35.4,35.4
SL_TLF_UEM,NC,2020,48.24,48.24
SL_TLF_UEM,NC,2022,34.76,34.76
SL_EMP_EARN,VU,2010,390.55,348.74922
SL_EMP_EARN,VU,2010,373.3,348.74922
SL_TLF_UEM,MH,2019,7.7,7.7
SL_TLF_UEM,TO,2018,3.14,3.14
SL_TLF_UEM,TO,2021,3.19,3.19
FB_BNK_ACCSS,FJ,2017,51.3,51.3
SI_POV_DAY1,MH,2019,1,1
SPC_16_6_1,NU,2008,103,103
SPC_16_6_1,NU,2009,95.6,95.6
SPC_16_6_1,NU,2010,95.8,95.8
SPC_16_6_1,NU,2017,85.7,85.7
SPC_16_6_1,NU,2018,91.9,91.9
SPC_16_6_1,NU,2019,88.9,88.9
EG_ACS_ELEC,NR,2017,99.9,99.9
EG_ACS_ELEC,NR,2018,99.9,99.9
EG_ACS_ELEC,NR,2019,100,100
EG_ACS_ELEC,NR,2020,100,100
SI_POV_NAHC,FJ,2008,35.2,35.2
SI_POV_NAHC,FJ,2013,34,34
SI_POV_NAHC,FJ,2019,29.9,29.9
SL_TLF_NEET,TV,2016,24.37,24.37
SL_TLF_NEET,TV,2017,46.18,46.18
SL_TLF_NEET,TV,2022,33.3,33.3
SL_TLF_UEM,CK,2019,0.34,0.34
SI_POV_NAHC,VU,2019,2.9,2.9
SI_POV_NAHC,VU,2019,1.9,1.9
SI_POV_NAHC,MH,2019,2,2
SI_POV_NAHC,KI,2019,26.6,26.6
SI_POV_NAHC,MH,2019,23.5,23.5
NY_GDP_PCAP,NU,2011,3,3
NY_GDP_PCAP,NU,2016,6,6
SI_POV_NAHC,PW,2013,19.5,19.5
SL_TLF_MANF,NU,2016,6.8,6.8
SI_POV_NAHC,MH,2019,1.8,1.8
SL_TLF_UEM,KI,2019,0,0
PSD2GDP,SB,2014,7.6,7.6
PSD2GDP,SB,2015,7,7
PSD2GDP,SB,2016,7,7
PSD2GDP,SB,2017,7.3,7.3
PSD2GDP,SB,2018,6.8,6.8
BX_TRF_PWKR,TV,2001,30.44,30.44
BX_TRF_PWKR,TV,2002,38.84,38.84
BX_TRF_PWKR,TV,2003,26.1,26.1
BX_TRF_PWKR,TV,2004,21.32,21.32
BX_TRF_PWKR,TV,2005,21.53,21.53
BX_TRF_PWKR,TV,2006,15.2,15.2
BX_TRF_PWKR,TV,2007,19.7,19.7
BX_TRF_PWKR,TV,2008,18.71,18.71
BX_TRF_PWKR,TV,2009,17.19,17.19
BX_TRF_PWKR,TV,2010,12.21,12.21
BX_TRF_PWKR,TV,2011,11.69,11.69
BX_TRF_PWKR,TV,2012,9.75,9.75
BX_TRF_PWKR,TV,2013,9.51,9.51
BX_TRF_PWKR,TV,2014,8.37,8.37
BX_TRF_PWKR,TV,2015,7.16,7.16
BX_TRF_PWKR,TV,2016,6.12,6.12
BX_TRF_PWKR,TV,2017,6.06,6.06
BX_TRF_PWKR,TV,2018,5.56,5.56
BX_TRF_PWKR,TV,2019,4.44,4.44
BX_TRF_PWKR,TV,2020,4.25,4.25
BX_TRF_PWKR,TV,2021,4.9,4.9
BX_TRF_PWKR,TV,2022,4.18,4.18
BX_TRF_PWKR,TV,2023,3.21,3.21
