INDICATOR,GEO_PICT,TIME_PERIOD,OBS_VALUE,OBS_VALUE_WINS
BX_TRF_PWKR,SB,2023,5.18,5.18
SL_TLF_NEET,NC,2014,11.84,11.84
SL_TLF_NEET,NC,2017,39.24,39.24
SL_TLF_NEET,NC,2018,32.43,32.43
SL_TLF_NEET,NC,2019,27.91,27.91
SL_TLF_NEET,NC,2020,33.02,33.02
SL_TLF_NEET,NC,2022,23.62,23.62
SL_TLF_NEET,SB,1999,44.6,44.6
SL_TLF_NEET,SB,2013,5.1,5.1
SL_TLF_UEM,VU,2009,4.57,4.57
SL_TLF_UEM,VU,2019,5.45,5.45
SL_TLF_UEM,VU,2020,4.05,4.05
EG_ACS_ELEC,PG,2014,20.3,20.3
EG_ACS_ELEC,PG,2016,22.9,22.9
EG_ACS_ELEC,PG,2017,54.4,54.4
EG_ACS_ELEC,PG,2018,55.7,55.7
EG_ACS_ELEC,PG,2019,59.7,59.7
EG_ACS_ELEC,PG,2020,60.4,60.4
SL_EMP_EARN,TO,2018,15.31,15.31
SL_EMP_EARN,TO,2021,10.14,10.14
SL_TLF_UEM,TV,2016,5.5,5.5
SL_TLF_UEM,TV,2017,25.49,25.49
SL_TLF_UEM,TV,2022,6.69,6.69
SL_TLF_UEM,WS,2013,1.4,1.4
SL_TLF_UEM,PW,2005,4.9,4.9
SL_TLF_UEM,PW,2020,1.04,1.04
SI_POV_DAY1,VU,2019,13,13
SI_POV_NAHC,KI,2019,21.9,21.9
SL_TLF_UEM,VU,2019,1.1,1.1
SL_TLF_UEM,TV,2015,16,16
SI_POV_NAHC,KI,2019,22,22
SL_EMP_EARN,CK,2019,9.41,9.41
SL_TLF_UEM,VU,2019,6.8,6.8
SL_EMP_EARN,TO,2018,21.4,21.4
SL_EMP_EARN,TO,2021,17.48,17.48
SL_TLF_UEM,KI,2019,17.8,17.8
SL_TLF_UEM,PW,2013,0,0
SL_TLF_UEM,FM,2013,0,0
SL_EMP_EARN,MH,2019,3.84,3.84
SL_TLF_UEM,TO,2021,4.7,4.7
SL_TLF_MANF,NU,2016,3.3,3.3
SL_TLF_UEM,TV,2015,8.1,8.1
GC_GOB_TAXD,VU,2009,59.85,59.85
GC_GOB_TAXD,VU,2010,57.16,57.16
GC_GOB_TAXD,VU,2011,59.33,59.33
GC_GOB_TAXD,VU,2012,71.47,71.47
GC_GOB_TAXD,VU,2013,79.82,79.82
GC_GOB_TAXD,VU,2014,79.21,79.21
GC_GOB_TAXD,VU,2015,66.99,66.99
GC_GOB_TAXD,VU,2016,61.04,61.04
GC_GOB_TAXD,VU,2017,47.68,47.68
GC_GOB_TAXD,VU,2018,55.61,55.61
GC_GOB_TAXD,VU,2019,48.22,48.22
GC_GOB_TAXD,VU,2020,34.66,34.66
GC_GOB_TAXD,VU,2021,36.53,36.53
GC_GOB_TAXD,VU,2022,43.6,43.6
GC_GOB_TAXD,VU,2023,51.78,51.78
SL_TLF_UEM,PW,2000,8.84,8.84
SL_TLF_UEM,PW,2013,2.6,2.6
SL_TLF_UEM,PW,2020,3.07,3.07
GR_G14_GDP,PW,2008,57.89,57.89
GR_G14_GDP,PW,2009,60.25,60.25
GR_G14_GDP,PW,2010,66.65,66.65
GR_G14_GDP,PW,2011,69.15,69.15
GR_G14_GDP,PW,2012,67.93,67.93
GR_G14_GDP,PW,2013,64.23,64.23
GR_G14_GDP,PW,2014,66.64,66.64
GR_G14_GDP,PW,2015,60.05,60.05
GR_G14_GDP,PW,2016,60.93,60.93
GR_G14_GDP,PW,2017,59.02,59.02
GR_G14_GDP,PW,2018,64.98,64.98
GR_G14_GDP,PW,2019,65.74,65.74
GR_G14_GDP,PW,2020,49.76,49.76
GC_GOB_TAXD,NR,2014,21.84,21.84
GC_GOB_TAXD,NR,2015,16.85,16.85
GC_GOB_TAXD,NR,2016,27.37,27.37
GC_GOB_TAXD,NR,2017,23.57,23.57
GC_GOB_TAXD,NR,2018,33.28,33.28
GC_GOB_TAXD,NR,2019,31.78,31.78
GC_GOB_TAXD,NR,2020,35.96,35.96
SI_POV_DAY1,TO,2009,1.16,1.16
SI_POV_DAY1,TO,2015,1.13,1.13
SI_POV_DAY1,TV,2010,3.4,3.4
SL_EMP_EARN,MH,2019,4.75,4.75
EG_ACS_ELEC,MH,2016,94.6,94.6
EG_ACS_ELEC,MH,2017,95.2,95.2
EG_ACS_ELEC,MH,2018,95.6,95.6
EG_ACS_ELEC,MH,2019,95.8,95.8
EG_ACS_ELEC,MH,2020,96,96
SL_TLF_NEET,TV,2015,36.1,36.1
SI_POV_NAHC,PG,2009,41.6,41.6
SI_POV_NAHC,PW,2013,19.8,19.8
SL_TLF_UEM,KI,2019,4.4,4.4
SI_POV_NAHC,VU,2019,24.2,24.2
SL_TLF_UEM,NR,2021,5.18,5.18
SI_POV_DAY1,KI,2006,12.6,12.6
SI_POV_DAY1,KI,2019,3,3
SL_TLF_UEM,VU,2019,1.6,1.6
SI_POV_NAHC,FJ,2019,26.9,26.9
SL_TLF_MANF,PG,2011,1.8,1.8
SL_TLF_UEM,TO,2021,3.8,3.8
SL_TLF_NEET,WS,2012,38.9,38.9
SL_TLF_NEET,WS,2013,30.9,30.9
SL_TLF_NEET,WS,2017,37.9,37.9
SI_POV_NAHC,KI,2006,21.8,21.8
SI_POV_NAHC,KI,2019,21.9,21.9
SI_POV_NAHC,KI,2020,21.9,21.9
SL_TLF_UEM,TO,2018,2.27,2.27
SL_TLF_UEM,TO,2021,2.39,2.39
SL_TLF_NEET,MH,2019,42.3,42.3
SI_POV_NAHC,PW,2013,14.9,14.9
SL_TLF_UEM,PW,2013,0.3,0.3
SL_TLF_UEM,TO,2021,4.6,4.6
SL_TLF_UEM,PW,2013,0,0
SI_POV_NAHC,PW,2013,24.4,24.4
SI_POV_NAHC,VU,2019,17.1,17.1
SL_EMP_EARN,CK,2019,10,10
SL_TLF_UEM,TO,2018,1.61,1.61
SL_TLF_UEM,TO,2021,1.74,1.74
SL_TLF_UEM,TO,2021,9,9
SL_TLF_UEM,PW,2013,4.4,4.4
SI_POV_NAHC,KI,2019,22.7,22.7
SI_POV_NAHC,PW,2013,27.2,27.2
SL_TLF_UEM,SB,2012,1.9,1.9
SL_TLF_UEM,FJ,2005,2.56,2.56
SL_TLF_UEM,FJ,2011,2.67,2.67
SL_TLF_UEM,FJ,2014,3.83,3.83
SL_TLF_UEM,FJ,2016,2.22,2.22
SL_TLF_UEM,FJ,2017,5.4,5.4
ST_EEV_ACCSEEA,KI,2008,0,0
ST_EEV_ACCSEEA,KI,2009,0,0
ST_EEV_ACCSEEA,KI,2010,0,0
ST_EEV_ACCSEEA,KI,2011,0,0
ST_EEV_ACCSEEA,KI,2012,0,0
ST_EEV_ACCSEEA,KI,2013,0,0
ST_EEV_ACCSEEA,KI,2014,0,0
ST_EEV_ACCSEEA,KI,2015,0,0
ST_EEV_ACCSEEA,KI,2016,0,0
ST_EEV_ACCSEEA,KI,2017,0,0
ST_EEV_ACCSEEA,KI,2018,0,0
ST_EEV_ACCSEEA,KI,2019,0,0
ST_EEV_ACCSEEA,KI,2020,0,0
SL_TLF_NEET,WS,2012,38.66,38.66
SL_TLF_NEET,WS,2017,35.57,35.57
SL_TLF_NEET,WS,2022,32.73,32.73
SL_TLF_UEM,NU,2001,1.23,1.23
SI_POV_DAY1,FM,2013,15,15
SL_EMP_EARN,VU,2010,446.74,348.74922
SL_TLF_NEET,TV,2015,38.4,38.4
SL_TLF_NEET,TV,2016,35.8,35.8
EG_ACS_ELEC,NR,2019,100,100
EG_ACS_ELEC,NR,2020,100,100
SI_POV_NAHC,PW,2013,17.8,17.8
SI_POV_NAHC,MH,2019,3.7,3.7
SL_TLF_MANF,FJ,2016,5.64,5.64
SI_POV_NAHC,VU,2019,1.8,1.8
SL_EMP_EARN,TO,2018,10.43,10.43
SL_EMP_EARN,TO,2021,6.83,6.83
SL_TLF_NEET,SB,2012,25.7,25.7
SL_TLF_NEET,SB,2013,3.8,3.8
EG_ACS_ELEC,FJ,2014,100,100
EG_ACS_ELEC,FJ,2017,96,96
EG_ACS_ELEC,FJ,2018,99.4,99.4
EG_ACS_ELEC,FJ,2019,99.7,99.7
EG_ACS_ELEC,FJ,2020,100,100
EG_ACS_ELEC,FJ,2021,92.1,92.1
SI_POV_NAHC,PW,2013,18.8,18.8
SL_TLF_UEM,TO,2021,2.9,2.9
SL_TLF_UEM,TO,2018,0.7,0.7
SL_TLF_UEM,NC,2004,16.31,16.31
SL_TLF_UEM,NC,2009,13.97,13.97
SL_TLF_UEM,NC,2014,14.59,14.59
SL_TLF_UEM,NC,2017,11.68,11.68
SL_TLF_UEM,NC,2018,11.7,11.7
SL_TLF_UEM,NC,2019,10.88,10.88
SL_TLF_UEM,NC,2020,13.56,13.56
SL_TLF_UEM,NC,2022,10.71,10.71
DT_TDS_DECT,PG,1976,5.17,5.17
DT_TDS_DECT,PG,1977,3.85,3.85
DT_TDS_DECT,PG,1978,5.69,5.69
DT_TDS_DECT,PG,1979,5.45,5.45
DT_TDS_DECT,PG,1980,6.3,6.3
DT_TDS_DECT,PG,1981,7.54,7.54
DT_TDS_DECT,PG,1982,10.72,10.72
DT_TDS_DECT,PG,1983,10.61,10.61
DT_TDS_DECT,PG,1984,15.72,15.72
DT_TDS_DECT,PG,1985,12.88,12.88
DT_TDS_DECT,PG,1986,11.21,11.21
DT_TDS_DECT,PG,1987,12.48,12.48
DT_TDS_DECT,PG,1988,18.43,18.43
DT_TDS_DECT,PG,1989,14.89,14.89
DT_TDS_DECT,PG,1990,18.38,18.38
DT_TDS_DECT,PG,1991,12.91,12.91
DT_TDS_DECT,PG,1992,8.69,8.69
DT_TDS_DECT,PG,1993,9.31,9.31
DT_TDS_DECT,PG,1994,12.46,12.46
DT_TDS_DECT,PG,1995,10.07,10.07
DT_TDS_DECT,PG,1996,8.33,8.33
DT_TDS_DECT,PG,1997,10.57,10.57
DT_TDS_DECT,PG,1998,8.34,8.34
DT_TDS_DECT,PG,1999,8.47,8.47
DT_TDS_DECT,PG,2000,8.04,8.04
DT_TDS_DECT,PG,2001,7.09,7.09
DT_TDS_DECT,PG,2002,7.78,7.78
DT_TDS_DECT,PG,2003,7.3,7.3
DT_TDS_DECT,PG,2004,8.39,8.39
DT_TDS_DECT,PG,2005,5.88,5.88
DT_TDS_DECT,PG,2006,3.46,3.46
DT_TDS_DECT,PG,2007,4.05,4.05
DT_TDS_DECT,PG,2008,3.12,3.12
DT_TDS_DECT,PG,2009,1.81,1.81
DT_TDS_DECT,PG,2010,1.38,1.38
DT_TDS_DECT,PG,2011,1.34,1.34
DT_TDS_DECT,PG,2012,1.4,1.4
DT_TDS_DECT,PG,2013,1.46,1.46
DT_TDS_DECT,PG,2014,1.03,1.03
DT_TDS_DECT,PG,2015,1.01,1.01
DT_TDS_DECT,PG,2016,1.33,1.33
DT_TDS_DECT,PG,2017,1.36,1.36
DT_TDS_DECT,PG,2018,1.78,1.78
DT_TDS_DECT,PG,2019,3.81,3.81
DT_TDS_DECT,PG,2020,10.67,10.67
DT_TDS_DECT,PG,2021,5.8,5.8
DT_TDS_DECT,PG,2022,2.52,2.52
DT_TDS_DECT,PG,2023,3.81,3.81
SI_POV_DAY1,SB,2012,27,27
SI_POV_DAY1,SB,2013,25.3,25.3
SL_TLF_NEET,FM,2014,23.78,23.78
SL_TLF_UEM,FM,2013,60.9,60.9
SL_TLF_UEM,FM,2014,29.87,29.87
SI_POV_DAY1,FM,2013,19,19
SL_TLF_UEM,PF,2002,33.21,33.21
SL_TLF_UEM,PF,2007,34.23,34.23
SL_TLF_UEM,PF,2017,49.1,49.1
SL_TLF_UEM,PF,2022,27.4,27.4
SL_TLF_UEM,WS,2001,2.61,2.61
SL_TLF_UEM,WS,2011,3.04,3.04
SL_TLF_UEM,WS,2012,6.08,6.08
SL_TLF_UEM,WS,2014,6.02,6.02
SL_TLF_UEM,WS,2017,4.36,4.36
SL_TLF_UEM,WS,2022,2.4,2.4
SL_TLF_NEET,FJ,2005,8.96,8.96
SL_TLF_NEET,FJ,2011,10.03,10.03
SL_TLF_NEET,FJ,2014,11.43,11.43
SL_TLF_NEET,FJ,2016,10.83,10.83
SL_EMP_EARN,WS,2012,4.69,4.69
SL_EMP_EARN,WS,2017,4.57,4.57
SL_EMP_EARN,WS,2022,6.1,6.1
SL_EMP_EARN,VU,2010,344.7,344.7
EG_ACS_ELEC,FM,2014,71.7,71.7
EG_ACS_ELEC,FM,2016,75.4,75.4
EG_ACS_ELEC,FM,2017,77.9,77.9
EG_ACS_ELEC,FM,2018,79.7,79.7
EG_ACS_ELEC,FM,2019,81.3,81.3
EG_ACS_ELEC,FM,2020,82.9,82.9
SI_POV_NAHC,KI,2019,17.1,17.1
SL_TLF_UEM,MH,2019,6.39,6.39
SL_TLF_UEM,MH,2021,9.87,9.87
SL_EMP_EARN,TO,2018,12.21,12.21
SL_EMP_EARN,TO,2021,12.66,12.66
SI_POV_NAHC,KI,2019,24.5,24.5
SL_TLF_UEM,MH,2019,6,6
SL_TLF_UEM,FM,2013,17.6,17.6
SL_TLF_UEM,FM,2013,59.9,59.9
SL_TLF_UEM,MH,2019,7,7
SL_TLF_UEM,FM,2013,0,0
SI_POV_NAHC,KI,2019,26.7,26.7
SI_POV_NAHC,SB,2012,14.3,14.3
SL_TLF_UEM,TV,2015,57,57
SL_TLF_UEM,CK,2011,8.1,8.1
SL_TLF_UEM,CK,2019,0.9,0.9
SI_POV_NAHC,SB,2012,13.4,13.4
SI_POV_NAHC,VU,2019,21.8,21.8
SL_EMP_EARN,MH,2019,2.35,2.35
SL_TLF_UEM,NR,2021,5.06,5.06
SL_TLF_UEM,NR,2012,7.7,7.7
SL_TLF_UEM,VU,2019,4,4
SL_TLF_UEM,TO,2021,0,0
SL_TLF_UEM,TO,2021,2.8,2.8
SL_TLF_UEM,MH,2019,5.4,5.4
BX_TRF_PWKR,FJ,1979,0.35,0.35
BX_TRF_PWKR,FJ,1980,0.41,0.41
BX_TRF_PWKR,FJ,1981,0.75,0.75
BX_TRF_PWKR,FJ,1982,0.68,0.68
BX_TRF_PWKR,FJ,1983,0.71,0.71
BX_TRF_PWKR,FJ,1984,0.9,0.9
BX_TRF_PWKR,FJ,1985,2.42,2.42
BX_TRF_PWKR,FJ,1986,2.31,2.31
BX_TRF_PWKR,FJ,1987,2.29,2.29
BX_TRF_PWKR,FJ,1988,2.04,2.04
BX_TRF_PWKR,FJ,1989,1.94,1.94
BX_TRF_PWKR,FJ,1990,1.64,1.64
BX_TRF_PWKR,FJ,1991,1.39,1.39
BX_TRF_PWKR,FJ,1992,1.48,1.48
BX_TRF_PWKR,FJ,1993,1.6,1.6
BX_TRF_PWKR,FJ,1994,1.62,1.62
BX_TRF_PWKR,FJ,1995,1.66,1.66
BX_TRF_PWKR,FJ,1996,1.57,1.57
BX_TRF_PWKR,FJ,1997,1.66,1.66
BX_TRF_PWKR,FJ,1998,1.56,1.56
BX_TRF_PWKR,FJ,1999,1.2,1.2
BX_TRF_PWKR,FJ,2000,2.58,2.58
BX_TRF_PWKR,FJ,2001,4.7,4.7
BX_TRF_PWKR,FJ,2002,5.42,5.42
BX_TRF_PWKR,FJ,2003,5.38,5.38
BX_TRF_PWKR,FJ,2004,6.38,6.38
BX_TRF_PWKR,FJ,2005,6.82,6.82
BX_TRF_PWKR,FJ,2006,6.65,6.65
BX_TRF_PWKR,FJ,2007,5.42,5.42
BX_TRF_PWKR,FJ,2008,4.16,4.16
BX_TRF_PWKR,FJ,2009,5.96,5.96
BX_TRF_PWKR,FJ,2010,5.59,5.59
BX_TRF_PWKR,FJ,2011,4.25,4.25
BX_TRF_PWKR,FJ,2012,4.8,4.8
BX_TRF_PWKR,FJ,2013,4.86,4.86
BX_TRF_PWKR,FJ,2014,4.55,4.55
BX_TRF_PWKR,FJ,2015,5.39,5.39
BX_TRF_PWKR,FJ,2016,5.52,5.52
BX_TRF_PWKR,FJ,2017,5.21,5.21
BX_TRF_PWKR,FJ,2018,5.2,5.2
BX_TRF_PWKR,FJ,2019,5.26,5.26
BX_TRF_PWKR,FJ,2020,7.16,7.16
BX_TRF_PWKR,FJ,2021,9.14,9.14
BX_TRF_PWKR,FJ,2022,9.23,9.23
BX_TRF_PWKR,FJ,2023,9.19,9.19
NY_GDP_PCAP,KI,2000,5,5
NY_GDP_PCAP,KI,2001,-5,-5
NY_GDP_PCAP,KI,2002,-0.7,-0.7
NY_GDP_PCAP,KI,2003,-3.6,-3.6
NY_GDP_PCAP,KI,2004,-2.6,-2.6
NY_GDP_PCAP,KI,2005,-0.7,-0.7
NY_GDP_PCAP,KI,2006,3.7,3.7
NY_GDP_PCAP,KI,2007,1,1
NY_GDP_PCAP,KI,2008,-5,-5
NY_GDP_PCAP,KI,2009,-1.6,-1.6
NY_GDP_PCAP,KI,2010,-0.9,-0.9
NY_GDP_PCAP,KI,2011,1.5,1.5
NY_GDP_PCAP,KI,2012,4.3,4.3
NY_GDP_PCAP,KI,2013,6.3,6.3
NY_GDP_PCAP,KI,2014,0,0
NY_GDP_PCAP,KI,2015,9.8,9.8
NY_GDP_PCAP,KI,2016,5.6,5.6
NY_GDP_PCAP,KI,2017,2.2,2.2
NY_GDP_PCAP,KI,2018,1.9,1.9
NY_GDP_PCAP,KI,2019,1.7,1.7
NY_GDP_PCAP,KI,2020,-3.2,-3.2
NY_GDP_PCAP,KI,2021,6.6,6.6
NY_GDP_PCAP,KI,2022,2.9,2.9
NY_GDP_PCAP,KI,2023,1.1,1.1
SL_TLF_UEM,FM,2013,26.6,26.6
SL_TLF_UEM,FM,2014,6.05,6.05
SL_EMP_EARN,VU,2010,439.35,348.74922
SL_TLF_UEM,TV,2015,25.3,25.3
SL_TLF_UEM,MH,2019,15.7,15.7
SL_TLF_UEM,PW,2015,1.6,1.6
SL_TLF_UEM,KI,2019,2.2,2.2
SI_POV_NAHC,KI,2019,22.6,22.6
SI_POV_NAHC,VU,2019,3.2,3.2
SL_TLF_NEET,WS,2013,26,26
SL_TLF_MANF,CK,2016,1.8,1.8
SL_TLF_UEM,MH,2011,27,27
SL_TLF_UEM,MH,2019,7.26,7.26
SL_TLF_UEM,MH,2021,8.86,8.86
SI_POV_DAY1,FJ,2013,1.3,1.3
SI_POV_DAY1,FJ,2019,0.5,0.5
SL_EMP_EARN,CK,2019,8.53,8.53
SL_TLF_UEM,TO,2021,4.1,4.1
SL_EMP_EARN,MH,2019,3.1,3.1
SI_POV_NAHC,VU,2019,13.3,13.3
SI_POV_NAHC,KI,2019,22.9,22.9
SI_POV_NAHC,SB,2012,11.2,11.2
SL_TLF_UEM,WS,2001,4.42,4.42
SL_TLF_UEM,WS,2006,1.13,1.13
SL_TLF_UEM,WS,2011,5.24,5.24
SL_TLF_UEM,WS,2012,7.84,7.84
SL_TLF_UEM,WS,2013,1.5,1.5
SL_TLF_UEM,WS,2014,7.8,7.8
SL_TLF_UEM,WS,2017,6.31,6.31
SL_TLF_UEM,WS,2018,10.8,10.8
SL_TLF_UEM,WS,2022,3.49,3.49
SL_TLF_UEM,PW,2000,3.56,3.56
SL_TLF_UEM,PW,2014,1.59,1.59
SL_TLF_UEM,VU,2006,5.97,5.97
SL_TLF_UEM,VU,2009,3.12,3.12
SL_TLF_UEM,VU,2010,1.12,1.12
SL_TLF_UEM,VU,2019,3.89,3.89
SL_TLF_UEM,VU,2020,2.8,2.8
SL_TLF_UEM,PF,2002,7.81,7.81
SL_TLF_UEM,PF,2007,7.76,7.76
SL_TLF_UEM,PF,2017,12.2,12.2
SL_TLF_UEM,PG,2010,1.28,1.28
SL_TLF_UEM,PG,2022,2.19,2.19
SI_RMT_COST,WS,2011,10.69,10.69
SI_RMT_COST,WS,2015,8.48,8.48
SI_RMT_COST,WS,2017,10.48,10.48
SI_RMT_COST,WS,2018,9.03,9.03
SI_RMT_COST,WS,2019,9.19,9.19
SI_RMT_COST,WS,2020,8.4,8.4
SI_RMT_COST,WS,2021,9.32,9.32
SI_RMT_COST,WS,2022,7.71,7.71
SI_RMT_COST,WS,2023,8,8
SL_TLF_UEM,NU,2001,0.75,0.75
SL_EMP_EARN,CK,2019,13.95,13.95
SL_TLF_UEM,TV,2016,4.72,4.72
SL_TLF_NEET,PG,2010,29,29
SI_POV_DAY1,SB,2016,6.8,6.8
SL_TLF_NEET,MH,2019,47.6,47.6
SI_POV_DAY1,MH,2019,3,3
SL_TLF_NEET,PW,2013,22.9,22.9
SL_EMP_EARN,MH,2019,5.42,5.42
SI_POV_NAHC,PW,2013,21,21
SL_EMP_EARN,CK,2019,11.94,11.94
SL_TLF_UEM,TO,2021,0.8,0.8
SL_EMP_EARN,VU,2010,325.79,325.79
GR_G14_GDP,FM,2008,23.5,23.5
GR_G14_GDP,FM,2009,31.83,31.83
GR_G14_GDP,FM,2010,35.1,35.1
GR_G14_GDP,FM,2011,32.97,32.97
GR_G14_GDP,FM,2012,36.35,36.35
GR_G14_GDP,FM,2013,31.6,31.6
GR_G14_GDP,FM,2014,35.73,35.73
GR_G14_GDP,FM,2015,34.88,34.88
GR_G14_GDP,FM,2016,38.57,38.57
GR_G14_GDP,FM,2017,46.62,46.62
GR_G14_GDP,FM,2018,51.28,51.28
GR_G14_GDP,FM,2019,45.37,45.37
GR_G14_GDP,FM,2020,33.83,33.83
BX_TRF_PWKR,FM,2005,0,0
BX_TRF_PWKR,FM,2006,0,0
BX_TRF_PWKR,FM,2007,0,0
BX_TRF_PWKR,FM,2008,0,0
BX_TRF_PWKR,FM,2009,6.19,6.19
BX_TRF_PWKR,FM,2010,6.08,6.08
BX_TRF_PWKR,FM,2011,6.24,6.24
BX_TRF_PWKR,FM,2012,6.36,6.36
BX_TRF_PWKR,FM,2013,6.95,6.95
BX_TRF_PWKR,FM,2014,7.31,7.31
BX_TRF_PWKR,FM,2015,7.37,7.37
BX_TRF_PWKR,FM,2016,7.18,7.18
BX_TRF_PWKR,FM,2017,6.5,6.5
BX_TRF_PWKR,FM,2018,5.95,5.95
BX_TRF_PWKR,FM,2019,5.92,5.92
BX_TRF_PWKR,FM,2020,6.27,6.27
BX_TRF_PWKR,FM,2021,5.98,5.98
BX_TRF_PWKR,FM,2022,5.43,5.43
BX_TRF_PWKR,FM,2023,5.07,5.07
SL_EMP_EARN,VU,2010,418.27,348.74922
SL_TLF_UEM,PG,2010,1.28,1.28
SL_TLF_UEM,PG,2011,1.44,1.44
SL_TLF_UEM,PG,2017,1.9,1.9
SL_TLF_UEM,PG,2022,2.19,2.19
SL_TLF_NEET,PW,2000,26.91,26.91
SL_TLF_NEET,PW,2014,11.13,11.13
SL_TLF_NEET,PW,2020,16.96,16.96
SI_POV_NAHC,VU,2019,21.1,21.1
SL_TLF_UEM,WS,2013,6.9,6.9
FB_BNK_ACCSS,WS,2015,38,38
SL_TLF_UEM,SB,2012,20.4,20.4
SI_POV_NAHC,SB,2012,13.7,13.7
SL_TLF_UEM,MH,2019,0.9,0.9
SL_TLF_NEET,TV,2016,34.26,34.26
SL_TLF_NEET,TV,2017,45.54,45.54
SL_TLF_NEET,TV,2022,34.35,34.35
SI_POV_DAY1,VU,2019,8,8
SI_POV_NAHC,VU,2019,20.3,20.3
SL_TLF_UEM,MH,2019,12.8,12.8
SL_TLF_NEET,NU,2017,22.58,22.58
SL_TLF_NEET,NU,2022,8,8
SL_TLF_UEM,FM,2013,28.1,28.1
SL_TLF_UEM,WS,2013,0,0
SL_TLF_UEM,SB,2012,0,0
SL_TLF_NEET,SB,2012,32.6,32.6
SL_TLF_NEET,VU,2019,30.7,30.7
SL_TLF_NEET,CK,2016,12.9,12.9
SI_POV_NAHC,FJ,2019,20.4,20.4
SL_TLF_UEM,FM,2013,21.8,21.8
SL_TLF_UEM,VU,2019,1.5,1.5
SL_TLF_UEM,MH,2019,6.6,6.6
SI_POV_NAHC,PW,2013,16.4,16.4
SI_POV_NAHC,SB,2012,10.1,10.1
NY_GDP_PCAP,MH,2000,1.4,1.4
NY_GDP_PCAP,MH,2001,6,6
NY_GDP_PCAP,MH,2002,3,3
NY_GDP_PCAP,MH,2003,-1.9,-1.9
NY_GDP_PCAP,MH,2004,-1,-1
NY_GDP_PCAP,MH,2005,1.5,1.5
NY_GDP_PCAP,MH,2006,0,0
NY_GDP_PCAP,MH,2007,3.3,3.3
NY_GDP_PCAP,MH,2008,-7.6,-5.1
NY_GDP_PCAP,MH,2009,3.7,3.7
NY_GDP_PCAP,MH,2010,5.4,5.4
NY_GDP_PCAP,MH,2011,0,0
NY_GDP_PCAP,MH,2012,-0.4,-0.4
NY_GDP_PCAP,MH,2013,5.2,5.2
NY_GDP_PCAP,MH,2014,0.6,0.6
NY_GDP_PCAP,MH,2015,4.2,4.2
NY_GDP_PCAP,MH,2016,4.3,4.3
NY_GDP_PCAP,MH,2017,6,6
NY_GDP_PCAP,MH,2018,7.1,7.1
NY_GDP_PCAP,MH,2019,14.1,14.1
NY_GDP_PCAP,MH,2020,1.1,1.1
NY_GDP_PCAP,MH,2021,4.4,4.4
NY_GDP_PCAP,MH,2022,2.1,2.1
NY_GDP_PCAP,MH,2023,-0.8,-0.8
SL_TLF_UEM,CK,2011,15.49,15.49
SL_TLF_UEM,CK,2016,2.36,2.36
SL_TLF_UEM,CK,2019,3.45,3.45
SL_TLF_UEM,VU,2009,1.28,1.28
SL_TLF_UEM,VU,2019,1.74,1.74
SL_TLF_UEM,VU,2020,1.27,1.27
SL_TLF_UEM,TV,2015,51.6,51.6
SI_POV_DAY1,FJ,2019,1,1
GC_GOB_TAXD,NC,2013,38,38
SI_POV_NAHC,PW,2013,16.9,16.9
SL_EMP_EARN,CK,2019,9.79,9.79
SI_POV_NAHC,KI,2019,20.9,20.9
SL_TLF_NEET,CK,2016,20.8,20.8
SL_TLF_NEET,CK,2019,16.91,16.91
SI_POV_NAHC,MH,2019,10.7,10.7
SL_TLF_UEM,KI,2019,6.1,6.1
SL_EMP_EARN,CK,2019,9.04,9.04
SL_EMP_EARN,TO,2018,13.83,13.83
SL_EMP_EARN,TO,2021,10.75,10.75
SL_TLF_UEM,SB,2012,0,0
SI_POV_NAHC,MH,2019,7.7,7.7
SL_TLF_UEM,TV,2015,24.3,24.3
SL_TLF_UEM,TO,2021,4,4
SL_TLF_UEM,TV,2015,27.8,27.8
SL_TLF_UEM,PW,2015,1,1
SL_TLF_NEET,KI,2015,43,43
SL_TLF_NEET,KI,2019,50.6,50.6
SL_TLF_UEM,WS,2012,10.21,10.21
SL_TLF_UEM,WS,2017,14.58,14.58
SL_TLF_UEM,WS,2022,7.81,7.81
SL_TLF_UEM,PW,2000,3.3,3.3
SL_TLF_UEM,PW,2005,4.18,4.18
SL_TLF_UEM,PW,2013,0.7,0.7
SL_TLF_UEM,PW,2014,1.36,1.36
SL_TLF_UEM,PW,2020,0.77,0.77
SL_TLF_UEM,PG,2000,5.27,5.27
SL_TLF_UEM,PG,2010,3.61,3.61
SL_TLF_UEM,PG,2017,5.5,5.5
SL_TLF_UEM,PG,2022,3.79,3.79
SI_POV_DAY1,FM,2013,16,16
SL_TLF_UEM,SB,2012,17.2,17.2
SL_TLF_UEM,SB,2013,1.59,1.59
SL_TLF_UEM,MH,2011,4.48,4.48
SL_TLF_UEM,MH,2019,4.28,4.28
SL_TLF_UEM,MH,2021,11.46,11.46
SL_EMP_EARN,VU,2010,373.63,348.74922
SL_EMP_EARN,VU,2010,411.69,348.74922
SI_POV_DAY1,TV,2010,3.6,3.6
SL_TLF_UEM,NC,2014,37.1,37.1
SL_TLF_UEM,NC,2017,33.45,33.45
SL_TLF_UEM,NC,2018,40.15,40.15
SL_TLF_UEM,NC,2019,29.89,29.89
SL_TLF_UEM,NC,2020,44.5,44.5
SL_TLF_UEM,NC,2022,32.47,32.47
